datetime,x,y,N2O_ppb,comment,hour,transect
2019-03-29 10:57:21+00:00,6.303775,53.2834617,0.04399999999998272,12,11,1
2019-03-29 10:57:21.500000+00:00,6.3037417,53.2835567,0.1309999999999718,12,11,1
2019-03-29 10:57:22+00:00,6.3037092,53.2835567,0.09300000000001774,12,11,1
2019-03-29 10:57:22.500000+00:00,6.3036767,53.28365,0.20699999999999363,12,11,1
2019-03-29 10:57:23+00:00,6.3036442,53.28365,0.19700000000000273,12,11,1
2019-03-29 10:57:23.500000+00:00,6.3036117,53.283745,0.16899999999998272,12,11,1
2019-03-29 10:57:24+00:00,6.3035792,53.283745,0.18899999999996453,12,11,1
2019-03-29 10:57:24.500000+00:00,6.3035467,53.28384,0.3109999999999786,12,11,1
2019-03-29 10:57:25+00:00,6.3035125,53.28384,0.25499999999999545,12,11,1
2019-03-29 10:57:25.500000+00:00,6.3034783,53.283935,0.25499999999999545,12,11,1
